Booking_ID,Hotel_Name,Booking_Date,Check_In_Date,Check_Out_Date,Customer_Nationality,Booking_Platform,Room_Type_Booked,Number_of_Adults,Number_of_Children,Number_of_Nights,Total_Guests,Room_Price_Per_Night,Total_Price,Meal_Plan,Cancellation_Policy,Lead_Time,Previous_Cancellations,Previous_Bookings_Not_Canceled,Special_Requests,Payment_Method,Is_Repeated_Guest,Deposit_Type,Average_Daily_Rate,Is_Weekend_Stay,Required_Car_Parking_Spaces,Total_Special_Requests,Customer_Rating,Cancellation_Status
BK001108,Business Suites,2023-05-02,2023-08-01,2023-08-10,Spain,Trivago,Suite,2,0,9,2,934.0,8406.0,Room Only,Strict,91,3,10,"Connecting Rooms, Baby Cot, Extra Bed",Debit Card,1,No Deposit,934.0,0,1,3,2.0,1
BK001109,Heritage Hotel,2024-03-05,2025-01-13,2025-01-26,Mexico,Booking.com,Family Room,2,0,13,2,235.8,3065.4,All Inclusive,Flexible,314,3,9,None,Debit Card,0,No Deposit,235.8,0,0,0,,1
BK001110,Grand Plaza Hotel,2023-05-24,2024-02-05,2024-02-10,Australia,Phone Booking,Presidential Suite,3,1,5,4,819.0,4095.0,Bed & Breakfast,Moderate,257,3,4,"None, Early Check-in",Cash on Arrival,0,No Deposit,819.0,0,1,2,,1
BK001111,Grand Plaza Hotel,2023-12-19,2024-11-12,2024-11-23,Spain,Trivago,Presidential Suite,4,3,11,7,546.0,6006.0,Half Board,Non-refundable,329,1,8,"Late Checkout, Connecting Rooms, Extra Bed",PayPal,0,Full,546.0,0,0,3,,0
BK001112,Luxury Palace,2024-07-24,2025-04-21,2025-04-24,Spain,Direct Booking,Executive Suite,2,2,3,4,1027.5,3082.5,Room Only,Non-refundable,271,2,1,None,PayPal,1,Full,1027.5,0,2,1,2.0,0
BK001113,Spa & Wellness Resort,2024-11-18,2025-08-31,2025-09-04,Italy,Direct Booking,Presidential Suite,3,0,4,3,658.0,2632.0,Bed & Breakfast,Flexible,286,5,7,Late Checkout,Bank Transfer,0,No Deposit,658.0,1,1,1,,1
BK001114,Boutique Hotel Central,2024-10-26,2025-04-27,2025-05-02,Germany,Corporate Account,Single Room,4,3,5,7,117.0,585.0,Full Board,Strict,183,1,5,"Connecting Rooms, None",Cash on Arrival,0,Partial,117.0,1,0,2,,1
BK001115,Spa & Wellness Resort,2024-08-16,2025-03-17,2025-03-22,Canada,Direct Booking,Presidential Suite,2,3,5,5,1298.5,6492.5,Bed & Breakfast,Non-refundable,213,4,10,"Early Check-in, Connecting Rooms",Bank Transfer,1,Full,1298.5,0,2,2,5.0,0
BK001116,Boutique Hotel Central,2024-05-15,2024-08-17,2024-08-26,Brazil,Booking.com,Single Room,1,0,9,1,448.2,4033.8,Room Only,Flexible,94,3,2,Extra Bed,Corporate Billing,0,No Deposit,448.2,1,2,1,,1
BK001117,Grand Plaza Hotel,2024-09-24,2025-08-16,2025-08-27,Mexico,Phone Booking,Double Room,4,0,11,4,91.3,1004.3,All Inclusive,Non-refundable,326,0,0,"Early Check-in, None",Cash on Arrival,1,Full,91.3,1,0,2,2.0,0
BK001118,City Center Inn,2023-07-16,2024-05-28,2024-06-06,Germany,Corporate Account,Executive Suite,4,0,9,4,677.5,6097.5,Full Board,Non-refundable,317,4,3,Early Check-in,Corporate Billing,0,Full,677.5,0,2,1,,0
BK001119,Seaside Resort,2024-02-20,2024-09-01,2024-09-08,Japan,Kayak,Standard,1,1,7,2,122.0,854.0,Full Board,Non-refundable,194,5,5,None,Cash on Arrival,0,Partial,122.0,1,2,0,,0
BK001120,Budget Stay Inn,2023-10-05,2023-10-28,2023-10-30,Brazil,Travel Agency,Single Room,1,1,2,2,216.9,433.8,Room Only,Moderate,23,4,2,"Extra Bed, Airport Pickup, Baby Cot",Cash on Arrival,0,No Deposit,216.9,1,1,3,,0
BK001121,Boutique Hotel Central,2023-12-06,2024-06-19,2024-07-02,India,Agoda,Deluxe,3,0,13,3,195.0,2535.0,Full Board,Moderate,196,0,5,"High Floor, None, Baby Cot",PayPal,1,No Deposit,195.0,0,1,3,9.0,0
BK001122,Heritage Hotel,2024-08-22,2025-07-26,2025-08-02,UK,Phone Booking,Executive Suite,2,0,7,2,305.0,2135.0,Half Board,Moderate,338,3,10,Connecting Rooms,PayPal,1,No Deposit,305.0,1,0,1,10.0,1
BK001123,Airport Hotel,2023-04-15,2023-06-21,2023-06-23,Canada,Hotels.com,Double Room,4,0,2,4,102.3,204.6,Room Only,Strict,67,4,1,"Connecting Rooms, None",PayPal,1,No Deposit,102.3,0,0,2,6.0,0
BK001124,Mountain View Lodge,2024-12-02,2025-06-14,2025-06-17,Canada,Travel Agency,Executive Suite,3,3,3,6,385.0,1155.0,Room Only,Moderate,194,3,4,"Early Check-in, Late Checkout, None",PayPal,1,Full,385.0,1,2,3,6.0,0
BK001125,Mountain View Lodge,2023-11-08,2023-11-11,2023-11-18,France,Phone Booking,Twin Room,3,3,7,6,301.2,2108.4,Full Board,Moderate,3,2,5,Baby Cot,PayPal,0,Full,301.2,1,1,1,,0
BK001126,Modern Stays,2024-10-10,2025-06-18,2025-06-28,UAE,Direct Booking,Presidential Suite,4,2,10,6,1743.0,17430.0,Full Board,Strict,251,0,9,Airport Pickup,Corporate Billing,0,Full,1743.0,0,1,1,,0
BK001127,City Center Inn,2024-03-24,2024-08-20,2024-09-03,India,Expedia,Twin Room,4,1,14,5,484.8,6787.2,Half Board,Moderate,149,2,10,Connecting Rooms,Bank Transfer,0,No Deposit,484.8,0,2,1,,0
BK001128,Luxury Palace,2024-07-01,2025-03-17,2025-03-31,India,Hotels.com,Single Room,1,2,14,3,395.1,5531.4,All Inclusive,Flexible,259,0,3,"Airport Pickup, High Floor",Cash on Arrival,0,No Deposit,395.1,0,2,2,,0
BK001129,Luxury Palace,2023-12-06,2024-07-13,2024-07-15,USA,Expedia,Executive Suite,2,1,2,3,770.0,1540.0,Half Board,Non-refundable,220,3,10,High Floor,Credit Card,1,Partial,770.0,1,1,1,4.0,1
BK001130,Modern Stays,2023-05-26,2023-11-20,2023-11-25,France,Kayak,Family Room,4,2,5,6,581.4,2907.0,Room Only,Non-refundable,178,5,7,"Extra Bed, Airport Pickup",Credit Card,0,No Deposit,581.4,0,1,2,,0
BK001131,Heritage Hotel,2023-06-18,2023-10-20,2023-10-29,Canada,Trivago,Suite,3,3,9,6,632.0,5688.0,Bed & Breakfast,Non-refundable,124,5,2,Connecting Rooms,Bank Transfer,0,Full,632.0,1,0,1,,0
BK001132,Luxury Palace,2024-02-03,2024-02-05,2024-02-17,Australia,Direct Booking,Executive Suite,1,0,12,1,1222.5,14670.0,All Inclusive,Moderate,2,2,5,Baby Cot,Credit Card,1,No Deposit,1222.5,0,1,1,8.0,0
BK001133,Spa & Wellness Resort,2024-02-06,2024-12-02,2024-12-04,France,Corporate Account,Double Room,2,2,2,4,433.4,866.8,All Inclusive,Flexible,300,5,2,"Extra Bed, Baby Cot",PayPal,0,No Deposit,433.4,0,2,2,,1
BK001134,Luxury Palace,2024-03-04,2025-01-03,2025-01-06,China,Hotels.com,Twin Room,2,3,3,5,486.0,1458.0,All Inclusive,Moderate,305,4,2,"Early Check-in, Extra Bed, Connecting Rooms",PayPal,1,No Deposit,486.0,1,1,3,10.0,1
BK001135,Luxury Palace,2024-07-29,2025-04-13,2025-04-24,Italy,Hotels.com,Double Room,4,3,11,7,363.0,3993.0,Bed & Breakfast,Flexible,258,4,0,Early Check-in,Credit Card,1,No Deposit,363.0,1,1,1,8.0,1
BK001136,Budget Stay Inn,2024-07-16,2025-04-03,2025-04-05,China,Expedia,Executive Suite,3,0,2,3,1172.5,2345.0,Full Board,Moderate,261,3,1,Early Check-in,Credit Card,1,No Deposit,1172.5,0,0,1,4.0,0
BK001137,City Center Inn,2023-08-03,2024-05-30,2024-06-11,France,Phone Booking,Twin Room,2,1,12,3,577.2,6926.4,Bed & Breakfast,Moderate,301,0,9,"Early Check-in, Baby Cot",Cash on Arrival,0,No Deposit,577.2,0,2,2,,1
BK001138,Spa & Wellness Resort,2023-10-01,2024-06-20,2024-07-01,South Korea,Expedia,Suite,4,0,11,4,442.0,4862.0,Bed & Breakfast,Moderate,263,1,2,"Late Checkout, Connecting Rooms",Corporate Billing,1,No Deposit,442.0,0,2,2,9.0,1
BK001139,Seaside Resort,2024-10-10,2024-11-26,2024-12-03,Japan,Travel Agency,Presidential Suite,4,3,7,7,864.5,6051.5,All Inclusive,Flexible,47,5,1,"High Floor, Connecting Rooms, None",Cash on Arrival,1,No Deposit,864.5,0,1,3,10.0,1
BK001140,Airport Hotel,2023-12-12,2024-09-17,2024-09-27,Canada,Phone Booking,Double Room,3,0,10,3,113.3,1133.0,Room Only,Non-refundable,280,0,1,Baby Cot,Bank Transfer,0,Full,113.3,0,1,1,,0
BK001141,Modern Stays,2023-05-16,2024-04-12,2024-04-17,Canada,Travel Agency,Deluxe,3,2,5,5,183.0,915.0,Half Board,Moderate,332,0,6,"Late Checkout, Baby Cot",Corporate Billing,0,Partial,183.0,1,0,2,,1
BK001142,Seaside Resort,2023-05-16,2024-03-14,2024-03-18,Japan,Kayak,Standard,1,2,4,3,498.0,1992.0,Room Only,Non-refundable,303,5,2,"Extra Bed, Baby Cot, Late Checkout",Credit Card,0,Partial,498.0,0,1,3,,0
BK001143,Mountain View Lodge,2024-01-27,2024-04-04,2024-04-15,Brazil,Agoda,Deluxe,1,1,11,2,457.5,5032.5,Half Board,Moderate,68,5,2,"Baby Cot, Connecting Rooms, Extra Bed",Credit Card,0,No Deposit,457.5,0,0,3,,0
BK001144,Luxury Palace,2023-12-26,2024-08-01,2024-08-07,UAE,Agoda,Family Room,3,0,6,3,372.6,2235.6,All Inclusive,Strict,219,5,0,"Late Checkout, Early Check-in",Cash on Arrival,0,Partial,372.6,0,1,2,,0
BK001145,City Center Inn,2024-05-21,2024-12-04,2024-12-06,Australia,Kayak,Studio,1,0,2,1,343.2,686.4,Half Board,Moderate,197,3,9,"High Floor, Early Check-in, Baby Cot",Debit Card,1,Full,343.2,0,0,3,2.0,1
BK001146,City Center Inn,2023-02-10,2023-03-12,2023-03-25,Spain,Trivago,Executive Suite,4,3,13,7,1097.5,14267.5,Full Board,Flexible,30,5,8,Early Check-in,Credit Card,1,No Deposit,1097.5,1,0,1,5.0,1
BK001147,Luxury Palace,2024-08-23,2025-07-13,2025-07-26,South Korea,Expedia,Executive Suite,4,1,13,5,272.5,3542.5,Bed & Breakfast,Flexible,324,3,1,"None, Airport Pickup, High Floor",Corporate Billing,0,No Deposit,272.5,1,2,3,,1
BK001148,Grand Plaza Hotel,2023-06-17,2024-02-26,2024-03-03,Japan,Trivago,Executive Suite,2,2,6,4,360.0,2160.0,Half Board,Flexible,254,0,5,"Early Check-in, Baby Cot, None",PayPal,0,No Deposit,360.0,0,2,3,,1
BK001149,Budget Stay Inn,2024-08-03,2024-10-27,2024-11-02,Canada,Travel Agency,Deluxe,1,1,6,2,688.5,4131.0,All Inclusive,Flexible,85,0,0,None,Bank Transfer,1,No Deposit,688.5,1,0,1,1.0,0
BK001150,Modern Stays,2024-11-02,2025-06-04,2025-06-08,France,Direct Booking,Twin Room,3,2,4,5,142.8,571.2,All Inclusive,Strict,214,0,8,None,Debit Card,0,Partial,142.8,0,0,0,,0
BK001151,Seaside Resort,2024-04-21,2024-09-12,2024-09-25,South Korea,Travel Agency,Presidential Suite,1,3,13,4,294.0,3822.0,Half Board,Moderate,144,2,9,"Late Checkout, Baby Cot",PayPal,1,Full,294.0,0,0,2,6.0,0
BK001152,Luxury Palace,2023-01-25,2023-05-24,2023-06-02,France,Booking.com,Presidential Suite,1,3,9,4,1599.5,14395.5,Half Board,Flexible,119,1,8,Connecting Rooms,Bank Transfer,0,Full,1599.5,0,0,1,,0
BK001153,Seaside Resort,2023-02-14,2023-06-12,2023-06-26,Japan,Hotels.com,Presidential Suite,4,0,14,4,1319.5,18473.0,Room Only,Moderate,118,5,6,None,Cash on Arrival,0,No Deposit,1319.5,0,0,0,,1
BK001154,Airport Hotel,2023-11-19,2024-06-07,2024-06-19,South Korea,Corporate Account,Presidential Suite,4,2,12,6,696.5,8358.0,Room Only,Moderate,201,1,9,None,Debit Card,0,No Deposit,696.5,1,1,0,,1
BK001155,Seaside Resort,2024-07-02,2025-01-01,2025-01-14,Australia,Kayak,Executive Suite,4,2,13,6,352.5,4582.5,Room Only,Moderate,183,5,4,None,Debit Card,1,No Deposit,352.5,0,2,0,8.0,1
BK001156,Grand Plaza Hotel,2024-11-24,2025-04-26,2025-05-01,South Korea,Agoda,Standard,4,3,5,7,364.0,1820.0,All Inclusive,Moderate,153,0,7,None,Debit Card,0,No Deposit,364.0,1,0,0,,1
BK001157,Luxury Palace,2024-01-17,2025-01-02,2025-01-13,Brazil,Expedia,Studio,3,0,11,3,118.3,1301.3,Room Only,Moderate,351,5,7,Extra Bed,PayPal,0,No Deposit,118.3,0,1,1,,1
BK001158,Spa & Wellness Resort,2024-03-19,2024-10-07,2024-10-15,USA,Hotels.com,Twin Room,2,2,8,4,226.8,1814.4,Bed & Breakfast,Strict,202,2,7,None,Cash on Arrival,0,No Deposit,226.8,0,1,1,,1
BK001159,Boutique Hotel Central,2024-05-05,2024-06-05,2024-06-07,Germany,Hotels.com,Suite,4,1,2,5,818.0,1636.0,All Inclusive,Moderate,31,5,8,None,Bank Transfer,1,No Deposit,818.0,0,1,0,8.0,1
BK001160,Mountain View Lodge,2023-01-27,2023-07-09,2023-07-19,Australia,Booking.com,Executive Suite,1,3,10,4,877.5,8775.0,Half Board,Moderate,163,1,1,Late Checkout,PayPal,0,Partial,877.5,1,0,1,,0
BK001161,Luxury Palace,2023-12-30,2024-03-27,2024-03-30,Australia,Phone Booking,Presidential Suite,3,0,3,3,1540.0,4620.0,Half Board,Moderate,88,4,3,"Early Check-in, Extra Bed, Late Checkout",Credit Card,0,No Deposit,1540.0,0,2,3,,1
BK001162,Boutique Hotel Central,2024-05-04,2024-05-04,2024-05-10,Mexico,Phone Booking,Family Room,2,2,6,4,804.6,4827.6,Bed & Breakfast,Strict,0,0,0,Airport Pickup,Credit Card,1,Full,804.6,1,1,1,9.0,0
BK001163,Business Suites,2023-11-06,2024-04-19,2024-04-22,Canada,Hotels.com,Double Room,3,1,3,4,486.2,1458.6,All Inclusive,Strict,165,1,10,Connecting Rooms,PayPal,1,No Deposit,486.2,1,2,1,10.0,0
BK001164,Spa & Wellness Resort,2023-02-03,2023-05-07,2023-05-17,France,Phone Booking,Family Room,1,3,10,4,273.6,2736.0,Half Board,Flexible,93,1,5,"Airport Pickup, High Floor",Credit Card,1,No Deposit,273.6,1,1,2,4.0,0
BK001165,Seaside Resort,2023-01-02,2023-01-26,2023-02-02,Italy,Hotels.com,Suite,4,3,7,7,546.0,3822.0,Half Board,Non-refundable,24,0,7,Airport Pickup,Bank Transfer,0,Full,546.0,0,0,1,,0
BK001166,Business Suites,2023-09-25,2023-11-17,2023-11-19,France,Agoda,Twin Room,2,0,2,2,432.0,864.0,Room Only,Strict,53,4,9,"None, Late Checkout, High Floor",Debit Card,1,No Deposit,432.0,1,0,3,6.0,0
BK001167,Boutique Hotel Central,2024-07-07,2024-11-19,2024-11-30,Germany,Travel Agency,Family Room,1,0,11,1,505.8,5563.8,All Inclusive,Non-refundable,135,1,0,"None, Late Checkout",Credit Card,1,Full,505.8,0,2,2,6.0,0
BK001168,City Center Inn,2023-06-24,2024-05-15,2024-05-20,UK,Kayak,Deluxe,3,3,5,6,481.5,2407.5,Full Board,Strict,326,0,10,"Airport Pickup, Baby Cot, Late Checkout",PayPal,0,No Deposit,481.5,0,1,3,,1
BK001169,Airport Hotel,2023-08-20,2024-01-04,2024-01-14,USA,Agoda,Deluxe,1,2,10,3,739.5,7395.0,All Inclusive,Non-refundable,137,4,3,None,Bank Transfer,1,Full,739.5,0,2,0,10.0,0
BK001170,City Center Inn,2024-05-02,2024-10-02,2024-10-04,Spain,Booking.com,Single Room,2,0,2,2,420.3,840.6,Full Board,Moderate,153,1,3,Airport Pickup,Credit Card,1,No Deposit,420.3,0,2,1,5.0,0
BK001171,Airport Hotel,2023-11-24,2023-12-28,2023-12-30,Spain,Trivago,Twin Room,3,2,2,5,415.2,830.4,Full Board,Flexible,34,5,9,"Extra Bed, Late Checkout, Baby Cot",Debit Card,0,Full,415.2,0,2,3,,0
BK001172,Airport Hotel,2024-07-02,2024-12-25,2025-01-01,Germany,Hotels.com,Double Room,4,0,7,4,184.8,1293.6,Half Board,Non-refundable,176,1,9,"None, Late Checkout, Airport Pickup",Corporate Billing,0,No Deposit,184.8,0,1,3,,0
BK001173,Business Suites,2023-01-21,2023-07-12,2023-07-26,UAE,Travel Agency,Executive Suite,3,3,14,6,1090.0,15260.0,Room Only,Moderate,172,1,4,"High Floor, Airport Pickup, Baby Cot",Bank Transfer,0,No Deposit,1090.0,0,0,3,,0
BK001174,Luxury Palace,2024-05-11,2025-01-30,2025-02-13,France,Booking.com,Single Room,2,0,14,2,215.1,3011.4,All Inclusive,Non-refundable,264,1,8,None,Debit Card,0,Full,215.1,0,0,0,,0
BK001175,City Center Inn,2023-02-03,2023-09-24,2023-09-25,Mexico,Corporate Account,Family Room,3,2,1,5,570.6,570.6,All Inclusive,Non-refundable,233,5,1,None,Debit Card,1,Full,570.6,1,1,0,8.0,0
BK001176,Business Suites,2023-12-19,2024-03-11,2024-03-25,Mexico,Travel Agency,Deluxe,3,0,14,3,415.5,5817.0,Room Only,Moderate,83,4,3,Late Checkout,Corporate Billing,0,No Deposit,415.5,0,1,1,,1
BK001177,Heritage Hotel,2023-01-10,2023-09-09,2023-09-12,Brazil,Agoda,Studio,1,1,3,2,271.7,815.1,All Inclusive,Strict,242,5,10,"Connecting Rooms, Late Checkout",PayPal,1,No Deposit,271.7,1,1,2,9.0,0
BK001178,Grand Plaza Hotel,2024-06-07,2025-05-12,2025-05-26,South Korea,Corporate Account,Single Room,3,2,14,5,387.0,5418.0,Room Only,Non-refundable,339,0,5,"High Floor, Connecting Rooms",PayPal,1,Full,387.0,0,2,2,5.0,0
BK001179,City Center Inn,2023-02-28,2024-01-01,2024-01-08,Brazil,Corporate Account,Suite,1,3,7,4,462.0,3234.0,Half Board,Non-refundable,307,3,6,None,Cash on Arrival,0,Partial,462.0,0,2,0,,1
BK001180,Boutique Hotel Central,2024-10-15,2025-06-15,2025-06-26,France,Trivago,Executive Suite,2,1,11,3,575.0,6325.0,Room Only,Non-refundable,243,1,4,High Floor,Corporate Billing,0,Partial,575.0,1,0,1,,0
BK001181,Airport Hotel,2024-03-06,2024-08-22,2024-08-28,Germany,Phone Booking,Executive Suite,4,0,6,4,800.0,4800.0,Room Only,Flexible,169,3,3,None,Corporate Billing,1,No Deposit,800.0,0,1,0,3.0,1
BK001182,City Center Inn,2023-12-17,2024-07-13,2024-07-23,Mexico,Kayak,Suite,3,1,10,4,956.0,9560.0,Room Only,Non-refundable,209,2,10,High Floor,Corporate Billing,0,No Deposit,956.0,1,1,1,,1
BK001183,Mountain View Lodge,2024-08-13,2024-11-02,2024-11-10,UAE,Expedia,Suite,4,3,8,7,572.0,4576.0,Full Board,Non-refundable,81,3,0,None,Cash on Arrival,0,Full,572.0,1,0,0,,0
BK001184,Boutique Hotel Central,2023-07-15,2023-07-24,2023-08-04,USA,Direct Booking,Family Room,3,2,11,5,262.8,2890.8,Room Only,Non-refundable,9,4,9,"Airport Pickup, None",Credit Card,1,Full,262.8,0,1,2,8.0,0
BK001185,Heritage Hotel,2023-05-18,2023-11-09,2023-11-17,France,Direct Booking,Suite,4,0,8,4,392.0,3136.0,Bed & Breakfast,Moderate,175,1,0,Extra Bed,PayPal,0,No Deposit,392.0,0,2,1,,1
BK001186,Boutique Hotel Central,2024-09-30,2024-10-24,2024-11-03,USA,Expedia,Standard,1,0,10,1,293.0,2930.0,Full Board,Non-refundable,24,0,8,"Baby Cot, High Floor",Debit Card,0,Full,293.0,0,2,2,,1
BK001187,Luxury Palace,2024-11-08,2024-12-29,2025-01-09,Japan,Travel Agency,Studio,2,3,11,5,172.9,1901.9,All Inclusive,Flexible,51,2,1,None,Bank Transfer,0,No Deposit,172.9,1,1,0,,0
BK001188,City Center Inn,2024-01-02,2024-12-27,2025-01-03,Germany,Agoda,Standard,4,1,7,5,432.0,3024.0,Full Board,Strict,360,1,0,None,Corporate Billing,0,Full,432.0,1,2,0,,0
BK001189,Mountain View Lodge,2023-04-03,2023-12-20,2023-12-22,India,Expedia,Executive Suite,2,3,2,5,577.5,1155.0,Half Board,Non-refundable,261,0,1,None,PayPal,1,Full,577.5,0,1,1,4.0,0
BK001190,Grand Plaza Hotel,2023-01-10,2023-03-21,2023-04-01,Brazil,Agoda,Presidential Suite,3,3,11,6,1393.0,15323.0,Half Board,Flexible,70,2,5,Extra Bed,Bank Transfer,1,Full,1393.0,0,1,1,10.0,0
BK001191,Heritage Hotel,2023-06-20,2023-08-16,2023-08-19,India,Booking.com,Suite,1,3,3,4,764.0,2292.0,Full Board,Non-refundable,57,1,9,"High Floor, Early Check-in, None",Corporate Billing,0,Full,764.0,0,1,3,,0
BK001192,Luxury Palace,2024-03-27,2024-04-19,2024-04-21,Germany,Corporate Account,Standard,2,2,2,4,345.0,690.0,All Inclusive,Flexible,23,3,10,Baby Cot,PayPal,1,No Deposit,345.0,1,2,1,3.0,1
BK001193,Mountain View Lodge,2024-06-01,2025-01-27,2025-02-10,Italy,Agoda,Deluxe,4,2,14,6,304.5,4263.0,Half Board,Strict,240,0,8,Connecting Rooms,Bank Transfer,0,No Deposit,304.5,0,1,1,,0
BK001194,Budget Stay Inn,2023-04-01,2023-12-12,2023-12-20,France,Expedia,Double Room,1,0,8,1,314.6,2516.8,Full Board,Flexible,255,4,8,None,Credit Card,1,Partial,314.6,0,2,0,10.0,0
BK001195,Business Suites,2023-02-25,2023-06-19,2023-07-03,Italy,Corporate Account,Single Room,4,2,14,6,401.4,5619.6,Full Board,Flexible,114,0,10,None,PayPal,1,Partial,401.4,0,1,1,8.0,0
BK001196,Grand Plaza Hotel,2023-06-18,2024-02-25,2024-02-28,South Korea,Hotels.com,Deluxe,3,1,3,4,264.0,792.0,Room Only,Non-refundable,252,1,7,High Floor,Credit Card,1,No Deposit,264.0,1,2,1,4.0,0
BK001197,Budget Stay Inn,2024-04-13,2025-03-16,2025-03-26,Japan,Agoda,Double Room,1,0,10,1,399.3,3993.0,Full Board,Non-refundable,337,4,2,Airport Pickup,Credit Card,1,Full,399.3,1,2,1,9.0,0
BK001198,Spa & Wellness Resort,2024-12-10,2025-04-16,2025-04-21,Spain,Corporate Account,Executive Suite,4,1,5,5,375.0,1875.0,Full Board,Strict,127,5,8,"Late Checkout, Extra Bed",Debit Card,1,No Deposit,375.0,0,2,2,3.0,0
BK001199,Modern Stays,2024-10-14,2025-03-28,2025-04-09,UK,Corporate Account,Single Room,4,3,12,7,382.5,4590.0,All Inclusive,Strict,165,3,0,None,Credit Card,1,No Deposit,382.5,1,2,0,5.0,0
BK001200,Mountain View Lodge,2023-10-21,2024-10-04,2024-10-09,Canada,Booking.com,Executive Suite,2,0,5,2,657.5,3287.5,Full Board,Flexible,349,4,10,Connecting Rooms,Debit Card,1,No Deposit,657.5,1,0,1,9.0,1
BK001201,Heritage Hotel,2023-11-17,2024-08-25,2024-08-26,USA,Travel Agency,Family Room,4,1,1,5,727.2,727.2,Half Board,Moderate,282,5,3,"Baby Cot, Extra Bed",Corporate Billing,0,No Deposit,727.2,1,0,2,,0
BK001202,Seaside Resort,2024-01-22,2024-02-11,2024-02-18,Germany,Trivago,Executive Suite,2,1,7,3,947.5,6632.5,Half Board,Flexible,20,2,7,None,Debit Card,1,No Deposit,947.5,1,2,1,7.0,0
BK001203,Spa & Wellness Resort,2024-07-17,2025-01-16,2025-01-18,UAE,Corporate Account,Single Room,2,1,2,3,311.4,622.8,Room Only,Moderate,183,3,8,"Extra Bed, Airport Pickup, Baby Cot",Debit Card,1,No Deposit,311.4,0,1,3,10.0,0
BK001204,Heritage Hotel,2023-01-10,2023-03-09,2023-03-20,France,Kayak,Family Room,2,0,11,2,772.2,8494.2,Half Board,Non-refundable,58,0,6,"Early Check-in, None",Cash on Arrival,1,Full,772.2,0,2,2,3.0,0
BK001205,Heritage Hotel,2023-07-17,2023-12-28,2024-01-06,UK,Expedia,Suite,1,0,9,1,374.0,3366.0,Bed & Breakfast,Non-refundable,164,0,3,"Extra Bed, High Floor, Connecting Rooms",Debit Card,0,Full,374.0,0,1,3,,1
BK001206,Seaside Resort,2023-02-25,2023-05-27,2023-06-09,Germany,Trivago,Deluxe,2,2,13,4,432.0,5616.0,Full Board,Non-refundable,91,5,6,"High Floor, None, Late Checkout",Corporate Billing,0,Full,432.0,1,2,3,,0
BK001207,Seaside Resort,2024-08-22,2024-09-14,2024-09-26,South Korea,Expedia,Presidential Suite,1,2,12,3,1687.0,20244.0,Half Board,Flexible,23,2,7,"Connecting Rooms, Baby Cot, High Floor",Credit Card,1,No Deposit,1687.0,1,0,3,7.0,0
BK001208,Boutique Hotel Central,2023-10-30,2024-09-18,2024-09-21,Germany,Corporate Account,Standard,2,0,3,2,101.0,303.0,Room Only,Non-refundable,324,4,8,None,PayPal,0,Full,101.0,0,2,0,,0
BK001209,Luxury Palace,2024-10-23,2025-07-12,2025-07-15,Canada,Agoda,Family Room,3,1,3,4,248.4,745.2,Bed & Breakfast,Flexible,262,4,7,None,PayPal,0,No Deposit,248.4,1,0,0,,1
BK001210,Budget Stay Inn,2023-12-05,2024-06-04,2024-06-07,Brazil,Direct Booking,Deluxe,3,0,3,3,268.5,805.5,Half Board,Non-refundable,182,3,5,"Airport Pickup, Early Check-in",Cash on Arrival,1,Full,268.5,0,1,2,6.0,0
BK001211,City Center Inn,2024-12-30,2025-11-23,2025-11-30,Germany,Corporate Account,Suite,3,3,7,6,632.0,4424.0,Full Board,Strict,328,2,7,None,Debit Card,0,Partial,632.0,1,0,0,,0
BK001212,City Center Inn,2023-09-27,2024-08-12,2024-08-14,India,Expedia,Standard,1,3,2,4,473.0,946.0,All Inclusive,Moderate,320,0,8,"Baby Cot, High Floor",Debit Card,1,No Deposit,473.0,0,2,2,7.0,1
BK001213,Boutique Hotel Central,2024-06-06,2024-07-22,2024-07-29,France,Trivago,Standard,2,1,7,3,467.0,3269.0,All Inclusive,Moderate,46,3,2,Airport Pickup,Corporate Billing,1,Full,467.0,0,0,1,10.0,0
BK001214,Airport Hotel,2024-01-14,2024-05-12,2024-05-13,Brazil,Direct Booking,Single Room,3,3,1,6,288.0,288.0,Full Board,Flexible,119,0,10,"Extra Bed, High Floor",Cash on Arrival,1,Partial,288.0,1,1,2,5.0,0
BK001215,Luxury Palace,2024-01-10,2024-11-05,2024-11-16,Mexico,Expedia,Single Room,3,3,11,6,174.6,1920.6,All Inclusive,Non-refundable,300,2,5,"Baby Cot, Early Check-in, None",Cash on Arrival,0,Full,174.6,0,0,3,,0
BK001216,Heritage Hotel,2023-10-15,2024-01-31,2024-02-03,Canada,Agoda,Presidential Suite,1,1,3,2,1022.0,3066.0,Half Board,Flexible,108,3,10,"Baby Cot, Extra Bed, Early Check-in",Debit Card,1,No Deposit,1022.0,0,0,3,10.0,1
BK001217,Heritage Hotel,2024-06-08,2024-06-28,2024-07-08,Canada,Booking.com,Suite,3,1,10,4,688.0,6880.0,Full Board,Flexible,20,5,10,"Extra Bed, Baby Cot",Bank Transfer,1,Partial,688.0,1,0,2,9.0,0
BK001218,Spa & Wellness Resort,2023-07-06,2024-05-20,2024-05-31,Japan,Travel Agency,Suite,3,3,11,6,770.0,8470.0,All Inclusive,Flexible,319,1,6,"Airport Pickup, None, Connecting Rooms",Debit Card,1,Partial,770.0,0,2,3,8.0,0
